A/C No	 Balance
6246	44956.89
6247	813.76
6248	31864.07
6249	18396.96
6250	97140.66
6251	294160.34
6252	3483.72
6253	192921.02
6254	361661.25
6255	104161.47
6256	161528.83
6257	694.40
6258	102822.55
6259	222547.91
6260	64637.81
6261	235025.00
6262	362506.38
6263	28561.29
6264	255701.94
6265	299284.50
6266	64427.34
6267	327224.22
6268	404991.38
6269	224909.53
6270	162605.42
6271	204897.88
6272	152790.23
6273	176425.25
6274	272653.47
6275	3319.92
6276	21561.35
6277	28416.32
6278	75851.54
6279	52757.61
6280	192510.47
6281	41736.59
6282	487056.56
6283	31739.47
6284	120311.83
6285	64474.18
6286	150259.41
6287	111826.27
6288	184089.36
6289	84862.77
6290	17825.91
6291	2250.99
6292	9862.22
6293	1096.24
6294	84481.29
6295	1718.14
6296	83417.73
6297	71933.84
6298	120656.43
6299	307794.12
6300	369793.81
6301	738256.12
6302	22457.61
6303	12058.24
6304	358684.00
6305	145926.34
6306	196575.31
6307	31803.56
6308	70374.57
6309	10806.02
6310	126307.77
6311	140408.47
6312	74494.33
6313	119549.59
6314	3935.41
6315	98107.39
6316	312516.97
6317	119463.05
6318	20230.00
6319	30940.11
6320	13676.49
6321	93504.97
6322	248865.47
6323	28044.37
6324	260878.58
6325	429990.22
6326	250860.41
6327	61981.64
6328	148513.84
6329	11787.05
6330	429573.09
6331	2263.95
6332	36721.87
6333	1819.90
6334	194880.88
6335	45918.32
6336	113261.27
6337	24644.92
6338	1096.80
6339	9393.18
6340	81743.62
6341	130194.89
6342	396632.69
6343	15381.02
6344	65827.14
6345	369334.88
6346	2748.54
6347	192603.61
6348	239159.88
6349	122098.34
6350	13554.53
6351	292415.59
6352	272620.50
6353	80407.52
6354	201185.94
6355	218761.12
6356	38932.49
6357	93104.89
6358	496283.19
6359	84016.41
6360	582697.31
6361	107511.59
6362	167854.25
6363	282213.97
6364	2883.48
6365	57194.05
6366	107231.41
6367	41097.39
6368	49210.73
6369	75749.39
6370	2276.70
6371	142447.97
6372	157289.73
6373	87217.59
6374	18914.32
6375	3395.11
6376	254397.25
6377	9600.27
6378	326348.47
6379	16439.38
6380	13691.75
6381	39704.11
6382	218733.55
6383	125967.42
6384	244035.45
6385	80319.14
6386	3697.78
6387	10578.96
6388	272448.34
6389	87927.16
6390	221565.56
6391	155064.09
6392	52124.63
6393	21259.76
6394	208590.89
6395	321581.88
6396	264.80
6397	38863.92
6398	43252.87
6399	196885.39
6400	89644.05
6401	222166.05
6402	692.76
6403	183275.72
6404	377930.53
6405	237705.95
6406	19612.25
6407	153184.41
6408	326125.59
6409	92760.84
6410	94687.30
6411	278946.00
6412	39447.68
6413	11016.42
6414	9801.35
6415	465576.38
6416	114700.39
6417	25916.00
6418	201976.11
6419	1767.50
6420	530577.06
6421	357667.25
6422	41568.03
6423	224820.31
6424	85270.58
6425	104749.67
6426	40672.91
6427	1266.74
6428	150158.03
6429	65380.81
6430	289229.94
6431	49897.73
6432	54616.52
6433	140542.47
6434	125534.13
6435	15323.69
6436	44331.82
6437	115358.75
6438	412653.84
6439	227791.91
6440	168142.94
6441	64526.24
6442	2928.66
6443	17779.14
6444	54345.88
6445	150007.48
6446	161628.31
6447	289218.62
6448	310886.16
6449	7476.92
6450	201319.08
6451	34759.05
6452	71995.66
6453	158374.83
6454	155553.95
6455	81982.23
6456	69575.57
6457	115078.15
6458	1263.93
6459	24732.03
6460	166109.88
6461	96652.51
6462	36909.55
6463	156417.25
6464	199346.27
6465	107992.50
6466	1655.91
6467	103130.73
6468	34319.65
6469	3349.83
6470	107772.55
6471	249729.91
6472	2641.28
6473	323144.84
6474	14212.74
6475	15117.21
6476	131297.36
6477	268819.91
6478	5076.43
6479	267824.34
6480	54831.30
6481	177590.30
6482	64955.86
6483	52721.81
6484	13329.08
6485	135579.80
6486	401014.69
6487	44782.93
6488	146842.66
6489	126464.32
6490	82964.82
6491	39347.64
6492	276653.66
6493	91989.64
6494	120305.72
6495	165708.89
6496	8576.41
6497	148823.39
6498	144549.30
6499	199776.00
6500	26732.29
6501	106472.48
6502	310249.12
6503	176080.70
6504	25163.09
6505	234278.05
6506	102168.70
6507	130546.05
6508	320364.34
6509	48398.06
6510	259545.41
6511	107711.78
6512	587033.88
6513	290193.12
6514	97224.48
6515	206023.45
6516	127487.24
6517	789586.06
6518	46265.69
6519	187079.12
6520	50042.18
6521	225917.19
6522	10371.47
6523	138542.03
6524	20281.38
6525	229849.44
6526	180630.61
6527	8377.07
6528	22629.35
6529	50300.25
6530	166504.41
6531	448043.44
6532	165145.30
6533	188815.86
6534	132579.83
6535	78071.42
6536	191815.50
6537	107170.16
6538	19975.08
6539	23071.94
6540	2488.81
6541	84809.26
6542	150605.84
6543	180873.98
6544	376739.81
6545	337514.75
6546	282576.53
6547	312939.75
6548	199815.36
6549	28138.73
6550	292222.97
6551	425349.16
6552	31664.19
6553	29797.91
6554	80750.43
6555	8323.37
6556	114831.27
6557	22955.22
6558	9310.24
6559	189245.31
6560	87093.31
6561	200139.14
6562	197314.66
6563	110801.81
6564	253717.52
6565	178346.75
6566	448858.41
6567	262957.62
6568	103846.11
6569	7168.31
6570	73629.85
6571	255473.41
6572	127694.10
6573	48956.37
6574	66603.41
6575	2877.00
6576	5846.10
6577	249320.59
6578	168725.66
6579	260655.22
6580	25468.14
6581	728072.12
6582	47161.58
6583	91250.11
6584	85885.38
6585	115151.30
6586	138603.19
6587	199698.33
6588	562944.88
6589	178531.06
6590	149701.78
6591	214900.31
6592	211618.02
6593	328823.53
6594	30068.41
6595	684.54
6596	175657.34
6597	5983.10
6598	163707.78
6599	101939.82
6600	82550.75
6601	124912.83
6602	37141.96
6603	208979.23
6604	271460.09
6605	116066.30
6606	78406.14
6607	147502.80
6608	9756.06
6609	69545.84
6610	17931.80
6611	229153.56
6612	237534.08
6613	231809.50
6614	135909.30
6615	42151.00
6616	319311.78
6617	76151.76
6618	131986.14
6619	526264.12
6620	90573.19
6621	127513.67
6622	186667.08
6623	289207.66
6624	312817.72
6625	5054.34
6626	8414.84
6627	57170.45
6628	1228.79
6629	16731.02
6630	87559.24
6631	156004.72
6632	45138.68
6633	110145.34
6634	12574.02
6635	210288.12
6636	27765.11
6637	113038.52
6638	160860.06
6639	157126.12
6640	145460.08
6641	7448.97
6642	122225.49
6643	26742.49
6644	272842.72
6645	94759.18
6646	509419.47
6647	189441.38
6648	50503.71
6649	69552.41
6650	3484.34
6651	155985.19
6652	67475.66
6653	83670.84
6654	35175.48
6655	18246.00
6656	126417.60
6657	353153.91
6658	101896.13
6659	27499.10
6660	330014.12
6661	15046.04
6662	554424.38
6663	44666.14
6664	81204.97
6665	53539.10
6666	280384.56
6667	29172.52
6668	260951.12
6669	96134.55
6670	9401.77
6671	70498.41
6672	251594.12
6673	71804.26
6674	34445.46
6675	69062.02
6676	329045.38
6677	757990.81
6678	90364.30
6679	20647.37
6680	64273.66
6681	347663.28
6682	813.97
6683	104537.91
6684	69490.62
6685	52746.76
6686	180.69
6687	166295.41
6688	198399.61
6689	616587.12
6690	90995.45
6691	148265.88
6692	122654.71
6693	98909.29
6694	2050.77
6695	142943.44
6696	149643.22
6697	214798.19
6698	181403.88
6699	274739.88
6700	171505.92
6701	177254.50
6702	94219.31
6703	273446.78
6704	129733.91
6705	16272.62
6706	33416.82
6707	137433.14
6708	7765.35
6709	31282.64
6710	14101.51
6711	183096.44
6712	577951.88
6713	16526.64
6714	58959.13
6715	17225.60
6716	265811.22
6717	106670.47
6718	136943.20
6719	762.00
6720	32017.51
6721	8229.64
6722	276242.66
6723	122385.93
6724	10868.28
6725	183105.47
6726	66489.09
6727	219916.75
6728	66281.01
6729	66894.78
6730	209083.05
6731	178827.19
6732	64353.56
6733	39411.22
6734	25646.32
6735	103557.84
6736	374784.19
6737	291235.94
6738	32306.66
6739	47711.71
6740	538050.75
6741	97203.93
6742	8378.14
6743	149903.44
6744	103438.03
6745	202812.14
6746	16062.95
6747	217776.09
6748	26486.50
6749	50298.80
6750	293776.09
6751	7231.59
6752	184793.41
6753	76351.55
6754	314475.19
6755	24222.91
6756	106246.63
6757	166090.61
6758	67903.35
6759	52698.39
6760	78426.21
6761	370577.94
6762	67423.30
6763	24258.37
6764	214524.83
6765	400784.22
6766	276408.00
6767	9736.32
6768	75523.53
6769	44173.65
6770	101253.98
6771	173928.36
6772	243840.69
6773	8946.85
6774	639528.75
6775	60169.82
6776	11088.69
6777	285320.50
6778	203948.95
6779	101811.73
6780	27089.25
6781	241062.48
6782	118691.92
6783	118375.39
6784	360399.81
6785	193737.97
6786	194628.77
6787	17287.32
6788	69955.20
6789	5014.17
6790	21806.04
6791	70615.39
6792	109595.89
6793	354599.47
6794	23981.56
6795	68072.80
6796	255824.61
6797	151503.17
6798	67286.45
6799	118568.05
6800	497.53
6801	2828.36
6802	67681.87
6803	305262.53
6804	52415.98
6805	120964.42
6806	3834.80
6807	249159.62
6808	255208.91
6809	1198.29
6810	59324.59
6811	258167.05
6812	208486.53
6813	435609.41
6814	66009.66
6815	233176.41
6816	401051.75
6817	136166.55
6818	383192.22
6819	508462.00
6820	234566.98
6821	20637.97
6822	27502.14
6823	27316.77
6824	100465.96
6825	154330.56
6826	29685.86
6827	139883.33
6828	86888.00
6829	148160.52
6830	250183.39
6831	59550.13
6832	18295.99
6833	80587.48
6834	102529.39
6835	53604.34
6836	25188.78
6837	100806.10
6838	149901.88
6839	107001.60
6840	112865.67
6841	75727.68
6842	168675.72
6843	95132.49
6844	11233.45
6845	82178.22
6846	356984.94
6847	123149.30
6848	83048.89
6849	47078.37
6850	131874.39
6851	32087.49
6852	324381.19
6853	227805.94
6854	121797.80
6855	36416.32
6856	42895.07
6857	95053.24
6858	367693.34
6859	329272.84
6860	1080.62
6861	20028.68
6862	10477.83
6863	395399.06
6864	319279.06
6865	79221.48
6866	986.29
6867	3543.74
6868	69841.76
6869	102386.38
6870	4846.17
6871	213188.98
6872	81532.59
6873	317170.09
6874	394636.59
6875	58348.61
6876	92673.19
6877	293069.00
6878	78027.62
6879	20954.78
6880	143405.53
6881	40612.54
6882	203042.47
6883	140990.84
6884	130411.57
6885	18773.99
6886	141472.58
6887	10973.58
6888	304722.78
6889	10585.11
6890	2878.70
6891	184767.91
6892	138164.36
6893	210855.81
6894	6156.33
6895	9652.23
6896	195971.22
6897	188986.41
6898	45185.37
6899	19356.80
6900	143770.23
6901	13833.20
6902	31369.10
6903	145309.28
6904	623928.00
6905	90384.69
6906	92311.04
6907	490232.69
6908	65243.41
6909	6741.71
6910	342308.97
6911	495429.25
6912	6949.93
6913	49512.37
6914	42890.57
6915	5271.31
6916	12301.82
6917	15687.02
6918	79896.51
6919	152230.38
6920	356151.81
6921	64328.18
6922	229337.47
6923	74823.16
6924	108029.48
6925	38887.72
6926	100017.66
6927	215084.11
6928	27255.28
6929	49872.67
6930	68994.21
6931	194132.12
6932	102406.98
6933	151095.94
6934	109637.36
6935	84257.85
6936	246030.61
6937	674389.00
6938	2434.31
6939	31323.52
6940	92602.98
6941	77295.06
6942	17643.12
6943	377373.53
6944	155462.30
6945	144130.45
6946	689650.19
6947	5741.54
6948	26155.26
6949	79781.98
6950	10247.65
6951	260802.77
6952	247492.25
6953	258144.94
6954	52865.06
6955	54596.80
6956	12204.67
6957	53158.01
6958	81580.99
6959	383109.69
6960	107247.70
6961	355305.06
6962	105214.77
6963	348974.34
6964	93563.83
6965	58774.15
6966	276402.66
6967	123695.91
6968	15652.45
6969	51770.43
6970	112851.01
6971	31284.30
6972	3750.60
6973	10120.29
6974	85166.61
6975	323735.03
6976	179438.88
6977	239124.95
6978	41856.18
6979	51125.17
6980	125291.73
6981	611589.25
6982	324624.88
6983	66646.30
6984	92304.10
6985	352655.91
6986	145199.05
6987	231270.44
6988	48968.80
6989	8710.42
6990	50393.33
6991	25121.32
6992	224327.86
6993	14458.27
6994	170858.20
6995	313764.53
6996	40003.05
6997	247143.16
6998	113075.02
6999	265752.00
7000	21009.63
7001	139750.00
7002	231429.94
7003	293251.56
7004	334135.56
7005	477210.69
7006	69632.28
7007	54544.54
7008	304805.44
7009	70328.53
7010	205061.86
7011	116902.55
7012	96885.22
7013	58332.09
7014	34003.20
7015	68443.45
7016	138891.89
7017	291490.94
7018	278386.16
7019	210918.78
7020	28321.40
7021	185800.02
7022	155375.08
7023	297893.72
7024	55943.74
7025	138053.45
7026	12772.42
7027	104207.00
7028	108246.18
7029	306742.50
7030	129170.60
7031	91735.27
7032	52185.36
7033	118688.34
7034	159289.52
7035	34630.27
7036	73685.64
7037	14857.89
7038	68297.74
7039	13290.70
7040	219689.69
7041	144453.14
7042	77921.36
7043	119571.66
7044	99576.83
7045	64890.64
7046	1962.18
7047	66090.62
7048	346855.59
7049	77050.00
7050	62841.95
7051	160369.59
7052	33362.24
7053	15715.16
7054	11054.12
7055	215508.52
7056	63247.92
7057	288780.19
7058	95071.48
7059	245468.16
7060	508481.84
7061	6398.32
7062	174637.00
7063	26792.44
7064	48940.62
7065	92154.53
7066	31548.81
7067	12469.11
7068	39193.65
7069	232005.28
7070	51111.60
7071	16921.89
7072	88904.04
7073	231384.94
7074	45102.05
7075	128493.68
7076	23955.39
7077	31242.49
7078	37516.47
7079	37415.54
7080	68591.04
7081	235078.16
7082	537062.94
7083	56854.28
7084	272020.94
7085	41501.59
7086	41834.83
7087	239935.59
7088	59898.83
7089	157431.22
7090	336584.31
7091	81318.95
7092	50104.60
7093	81085.93
7094	322399.09
7095	459135.16
7096	295694.16
7097	368744.53
7098	200514.64
7099	44116.77
7100	133249.66
7101	135776.44
7102	188992.89
7103	285936.69
7104	226968.30
7105	81021.92
7106	98052.56
7107	118648.90
7108	155132.86
7109	85755.73
7110	19683.96
7111	199121.64
7112	532980.94
7113	19236.93
7114	153946.38
7115	24974.50
7116	236607.94
7117	66184.95
7118	80751.77
7119	38275.45
7120	92731.73
7121	179634.88
7122	334543.59
7123	183546.61
7124	235085.88
7125	162404.64
7126	169875.39
7127	189817.98
7128	111169.27
7129	229431.38
7130	78190.40
7131	173733.64
7132	320554.06
7133	299932.75
7134	156363.72
7135	98619.64
7136	28102.19
7137	74129.07
7138	43716.61
7139	8379.04
7140	138741.67
7141	36882.10
7142	121918.97
7143	204014.05
7144	199705.84
7145	3035.98
7146	257813.88
7147	534198.88
7148	285893.62
7149	22490.67
7150	199787.05
7151	325525.66
7152	12569.16
7153	512589.62
7154	153201.64
7155	125618.47
7156	28858.52
7157	56589.52
7158	195026.84
7159	425609.44
7160	75565.44
7161	304572.47
7162	182530.33
7163	26016.76
7164	369444.28
7165	7872.84
7166	35811.53
7167	52051.27
7168	260733.59
7169	122488.21
7170	51405.39
7171	14850.31
7172	4771.26
7173	254309.50
7174	129184.04
7175	42528.07
7176	249680.22
7177	105060.65
7178	134467.58
7179	314028.50
7180	18268.16
7181	113389.30
7182	89823.30
7183	26814.30
7184	178031.17
7185	83889.12
7186	55311.27
7187	725.72
7188	130486.58
7189	21449.66
7190	3144.78
7191	134294.14
7192	261249.95
7193	378228.59
7194	39206.29
7195	181352.86
7196	79807.73
7197	22111.03
7198	161732.73
7199	35486.08
7200	35515.52
7201	15089.92
7202	74380.96
7203	70921.09
7204	63890.70
7205	21166.34
7206	110440.85
7207	213327.16
7208	995.72
7209	186517.91
7210	35649.48
7211	136520.92
7212	16125.37
7213	26543.22
7214	93124.35
7215	132957.73
7216	77411.35
7217	155433.66
7218	208365.22
7219	36998.70
7220	113186.74
7221	144796.14
7222	95547.08
7223	113891.16
7224	97238.84
7225	258488.52
7226	47025.74
7227	290348.06
7228	13984.15
7229	146384.45
7230	22808.53
7231	80119.17
7232	115523.49
7233	76526.91
7234	33348.25
7235	46236.05
7236	24041.31
7237	138899.59
7238	39412.79
7239	447206.97
7240	26048.89
7241	145015.23
7242	600733.00
7243	204532.75
7244	46128.48
7245	5181.36
7246	232514.67
7247	49157.04
7248	145138.30
7249	117037.02
7250	754.96
7251	337095.94
7252	184906.70
7253	152879.77
7254	64088.63
7255	220277.70
7256	7634.48
7257	179532.72
7258	114310.88
7259	89335.36
7260	31181.14
7261	134427.83
7262	45668.00
7263	38045.95
7264	655389.88
7265	281581.50
7266	187417.67
7267	397720.16
7268	2060.48
7269	43801.38
7270	150902.28
7271	246874.69
7272	225697.48
7273	180838.42
7274	9310.59
7275	19065.32
7276	46687.05
7277	80149.76
7278	53153.17
7279	204151.70
7280	9982.57
7281	134691.88
7282	149877.31
7283	10106.94
7284	18104.95
7285	454946.59
7286	445812.59
7287	369267.28
7288	43307.43
7289	4669.78
7290	181444.12
7291	449516.97
7292	283818.94
7293	50008.82
7294	41739.57
7295	14657.05
7296	29215.83
7297	59171.46
7298	28207.60
7299	322430.09
7300	113428.02
7301	42040.42
7302	154421.67
7303	106907.59
7304	36869.57
7305	14769.78
7306	35668.85
7307	51388.13
7308	534792.31
7309	8929.01
7310	257650.05
7311	55454.94
7312	88336.66
7313	199952.20
7314	115740.62
7315	147605.22
7316	40207.72
7317	461554.31
7318	135286.78
7319	229333.44
7320	22467.50
7321	69273.46
7322	6335.42
7323	2333.65
7324	161471.84
7325	330615.66
7326	338511.97
7327	143199.02
7328	329196.53
7329	82826.81
7330	36304.58
7331	251221.48
7332	165646.30
7333	89801.80
7334	90340.15
7335	196111.53
7336	172046.09
7337	104482.96
7338	62660.10
7339	10157.48
7340	85378.71
7341	101646.94
7342	3899.59
7343	303157.56
7344	193110.16
7345	82892.21
7346	80516.02
7347	77358.09
7348	68779.02
7349	158873.66
7350	5067.00
7351	248097.16
7352	29486.96
7353	94658.89
7354	204664.33
7355	120500.79
7356	52813.27
7357	383172.38
7358	117753.06
7359	349925.94
7360	19582.21
7361	97411.77
7362	64164.09
7363	57416.24
7364	98369.45
7365	24824.97
7366	260673.58
7367	167828.42
7368	30934.75
7369	211294.80
7370	157524.28
7371	117920.63
7372	41856.09
7373	93063.83
7374	108474.84
7375	123652.34
7376	48000.70
7377	225926.14
7378	31009.60
7379	230096.38
7380	34960.07
7381	19272.72
7382	332495.38
7383	22494.13
7384	87947.84
7385	98009.66
7386	86731.84
7387	138477.05
7388	200736.89
7389	40124.09
7390	41255.79
7391	119444.94
7392	138768.03
7393	26114.97
7394	150752.45
7395	12676.92
7396	105290.82
7397	65361.56
7398	411642.62
7399	250719.84
7400	45881.20
7401	173289.31
7402	324977.91
7403	15178.81
7404	344873.38
7405	22588.17
7406	118811.37
7407	30385.02
7408	138035.56
7409	212676.30
7410	11060.08
7411	3040.49
7412	199705.77
7413	218601.53
7414	305962.12
7415	414371.78
7416	77395.44
7417	55507.66
7418	182558.34
7419	111969.38
7420	227722.89
7421	249254.34
7422	36927.85
7423	150005.66
7424	462688.72
7425	102251.16
7426	46006.46
7427	60493.30
7428	177793.39
7429	30245.04
7430	54216.31
7431	387732.78
7432	9153.28
7433	21744.03
7434	2665.08
7435	156088.61
7436	21354.38
7437	61159.11
7438	32070.86
7439	239544.77
7440	6950.37
7441	249251.59
7442	86368.57
7443	129830.91
7444	13273.50
7445	89822.69
7446	122824.56
7447	216947.06
7448	281233.38
7449	144249.45
7450	50122.30
7451	79526.89
7452	23535.90
7453	227667.48
7454	157948.97
7455	177139.80
7456	27807.30
7457	76734.54
7458	200428.56
7459	231391.70
7460	103954.23
7461	116271.20
7462	7788.48
7463	85545.25
7464	44114.80
7465	248744.72
7466	172145.75
7467	49264.18
7468	98863.15
7469	122560.55
7470	255513.05
7471	74214.52
7472	42750.12
7473	32317.79
7474	351572.25
7475	67481.13
7476	187157.98
7477	664502.50
7478	97615.86
7479	4996.34
7480	10590.01
7481	16100.62
7482	145851.52
7483	221105.47
7484	184676.48
7485	75448.18
7486	228272.69
7487	576545.38
7488	159568.69
7489	25731.16
7490	105568.17
7491	102020.20
7492	209908.86
7493	97933.74
7494	310499.38
7495	122813.08
7496	89935.07
7497	286886.59
7498	28495.67
7499	168398.17
7500	8616.37
7501	155147.02
7502	284896.16
7503	86683.13
7504	608804.94
7505	52905.71
7506	105801.61
7507	164419.39
7508	14753.55
7509	83895.95
7510	141647.62
7511	139060.55
7512	4769.92
7513	189304.70
7514	99682.48
7515	376858.72
7516	47670.94
7517	344192.25
7518	53960.04
7519	157038.72
7520	22997.61
7521	472059.06
7522	146153.34
7523	170908.42
7524	252229.41
7525	201326.77
7526	34203.02
7527	155600.08
7528	6476.91
7529	205201.58
7530	1799.20
7531	56976.82
7532	34374.42
7533	18227.17
7534	101067.02
7535	657160.50
7536	124758.04
7537	62305.10
7538	2407.05
7539	22588.33
7540	12451.00
7541	18752.55
7542	378837.53
7543	169760.16
7544	48960.09
7545	139075.70
7546	7722.90
7547	224833.48
7548	15416.14
7549	355995.84
7550	13830.85
7551	5060.31
7552	38121.83
7553	33721.89
7554	166784.66
7555	194693.38
7556	151805.55
7557	146924.53
7558	137546.52
7559	29422.03
7560	242589.11
7561	10838.86
7562	265213.97
7563	39920.32
7564	71077.76
7565	62487.49
7566	118054.70
7567	28298.33
7568	346486.16
7569	262152.00
7570	17196.57
7571	380134.25
7572	123516.59
7573	12561.63
7574	154302.34
7575	12296.74
7576	207868.03
7577	25419.24
7578	41825.73
7579	122523.61
7580	132231.66
7581	3702.42
7582	247773.61
7583	83870.62
7584	352677.72
7585	4356.00
7586	218795.72
7587	14762.66
7588	83037.54
7589	63320.09
7590	57960.35
7591	164432.47
7592	2754.34
7593	185146.31
7594	302466.75
7595	127444.52
7596	73177.52
7597	544254.06
7598	81506.40
7599	110070.70
7600	246159.39
7601	252471.36
7602	160496.94
7603	192468.56
7604	28465.67
7605	28932.64
7606	107940.67
7607	669266.50
7608	405043.19
7609	211181.62
7610	206500.30
7611	120796.56
7612	2182.81
7613	37830.47
7614	124305.49
7615	89583.98
7616	116004.76
7617	26753.15
7618	33953.68
7619	69018.49
7620	171887.80
7621	220345.25
7622	3028.82
7623	8082.97
7624	35291.14
7625	276306.72
7626	3199.74
7627	352329.91
7628	246499.78
7629	111286.01
7630	126761.92
7631	55387.35
7632	174908.84
7633	154185.41
7634	104210.52
7635	39392.53
7636	167359.59
7637	102687.28
7638	145357.50
7639	267782.91
7640	336958.59
7641	107150.86
7642	10560.99
7643	668.79
7644	370997.53
7645	8802.33
7646	474493.25
7647	145610.44
7648	203659.06
7649	110372.45
7650	61409.53
7651	59241.23
7652	94950.77
7653	111766.85
7654	2674.02
7655	125392.14
7656	29742.21
7657	76365.10
7658	13598.59
7659	289158.81
7660	89026.07
7661	31718.91
7662	404256.84
7663	107768.12
7664	382104.09
7665	7256.91
7666	116518.22
7667	213870.28
7668	74052.43
7669	123907.58
7670	127491.20
7671	3604.54
7672	55124.55
7673	295617.16
7674	33219.85
7675	68187.17
7676	67190.70
7677	41186.07
7678	99370.55
7679	175079.69
7680	215547.33
7681	125137.32
7682	62871.93
7683	360632.72
7684	2131.15
7685	47519.18
7686	468399.88
7687	131228.64
7688	117809.01
7689	474153.09
7690	33199.62
7691	44904.70
7692	204205.45
7693	148671.86
7694	315213.59
7695	145998.47
7696	87876.87
7697	3413.08
7698	35986.07
7699	309770.50
7700	210521.11
7701	1209.48
7702	64471.91
7703	385338.56
7704	96993.76
7705	204506.45
7706	113653.89
7707	34799.57
7708	126110.79
7709	57999.79
7710	239645.58
7711	22225.00
7712	153453.22
7713	59818.35
7714	133586.23
7715	226570.28
7716	30458.34
7717	7831.16
7718	221815.27
7719	402193.81
7720	50931.35
7721	317174.56
7722	41935.40
7723	54807.29
7724	363521.66
7725	119438.89
7726	74945.21
7727	31168.16
7728	230259.98
7729	170728.44
7730	184047.06
7731	13692.95
7732	285570.25
7733	155387.89
7734	13510.28
7735	81674.09
7736	322211.22
7737	6701.90
7738	104000.84
7739	218825.75
7740	7408.23
7741	32600.69
7742	158564.78
7743	205327.17
7744	11561.09
7745	100830.54
7746	108975.82
7747	318362.19
7748	100248.80
7749	9192.92
7750	14925.50
7751	243577.28
7752	259813.61
7753	268140.12
7754	283021.00
7755	243293.02
7756	39047.32
7757	81733.56
7758	83977.48
7759	29450.10
7760	282951.38
7761	224862.56
7762	12443.82
7763	195631.44
7764	212457.11
7765	27679.17
7766	158971.19
7767	212991.19
7768	24227.88
7769	2433.99
7770	99475.30
7771	91419.62
7772	204322.61
7773	172207.70
7774	13146.49
7775	284371.69
7776	90706.64
7777	23710.67
7778	90919.43
7779	111093.77
7780	26308.46
7781	85565.52
7782	53065.04
7783	30852.41
7784	167012.05
7785	52146.22
7786	297939.12
7787	238982.62
7788	102191.42
7789	62967.40
7790	132884.67
7791	66004.42
7792	54563.84
7793	89580.74
7794	105998.45
7795	146427.58
7796	131124.91
7797	16813.35
7798	435997.16
7799	121880.21
7800	346141.09
7801	2644.60
7802	59981.22
7803	219038.77
7804	48726.86
7805	98959.48
7806	6644.26
7807	83319.65
7808	47810.38
7809	83194.98
7810	305345.69
7811	169106.45
7812	18551.90
7813	42891.01
7814	132873.31
7815	332832.88
7816	1794.11
7817	57377.62
7818	13428.14
7819	104003.55
7820	166221.02
7821	47772.73
7822	490715.47
7823	437827.81
7824	70303.75
7825	37457.69
7826	4830.84
7827	4101.02
7828	16103.03
7829	9040.92
7830	133948.55
7831	3867.91
7832	438019.16
7833	20200.67
7834	145035.42
7835	16485.63
7836	15265.43
7837	66910.80
7838	148142.42
7839	6271.57
7840	429006.56
7841	22735.50
7842	359016.09
7843	117388.29
7844	76588.74
7845	4000.20
7846	114666.13
7847	81759.89
7848	132491.39
7849	181568.33
7850	179465.72
7851	184767.45
7852	40624.40
7853	129270.55
7854	16553.28
7855	17055.75
7856	10004.08
7857	227909.92
7858	40184.22
7859	57104.54
7860	44896.90
7861	106721.16
7862	180691.73
7863	252000.78
7864	101521.05
7865	205699.97
7866	92211.70
7867	205541.42
7868	72606.52
7869	86224.92
7870	11336.74
7871	10922.24
7872	605050.75
7873	44328.24
7874	118134.62
7875	471615.00
7876	162191.23
7877	139265.17
7878	17776.32
7879	171849.05
7880	209976.86
7881	247798.12
7882	17888.48
7883	47915.74
7884	71209.92
7885	20973.34
7886	58717.13
7887	261734.42
7888	68749.55
7889	64278.09
7890	145473.89
7891	114551.87
7892	100450.48
7893	90718.96
7894	142909.64
7895	40459.82
7896	88041.98
7897	170653.80
7898	146637.05
7899	434891.12
7900	55233.77
7901	461835.97
7902	156517.02
7903	19307.05
7904	230234.48
7905	15071.21
7906	177495.44
7907	344327.78
7908	107702.62
7909	64327.34
7910	130755.74
7911	30630.79
7912	28528.30
7913	184312.95
7914	158253.83
7915	16575.89
7916	37861.40
7917	19454.82
7918	223754.14
7919	79131.56
7920	52093.39
7921	44489.86
7922	63249.33
7923	290355.97
7924	17423.57
7925	52704.86
7926	122956.09
7927	215339.28
7928	186435.98
7929	35032.20
7930	240607.23
7931	84586.32
7932	34533.06
7933	327785.88
7934	224762.31
7935	33061.57
7936	79287.79
7937	25617.89
7938	13385.66
7939	19874.04
7940	127441.92
7941	17130.83
7942	153815.95
7943	285945.28
7944	55958.38
7945	128909.20
7946	120075.48
7947	239420.19
7948	91678.78
7949	99889.00
7950	6202.15
7951	117998.70
7952	20386.45
7953	17395.86
7954	314111.97
7955	10383.46
7956	152662.23
7957	61041.69
7958	124685.76
7959	198642.20
7960	16633.41
7961	88553.61
7962	6761.76
7963	99946.98
7964	254532.12
7965	790.08
7966	7741.99
7967	90696.48
7968	293281.28
7969	166644.42
7970	220819.20
7971	90041.52
7972	89260.25
7973	20857.31
7974	8953.07
7975	56458.16
7976	70854.44
7977	204769.58
7978	238405.53
7979	139598.80
7980	79595.95
7981	97041.84
7982	244041.77
7983	183853.95
7984	253372.75
7985	52129.05
7986	139057.50
7987	11973.71
7988	68264.34
7989	23605.00
7990	159278.55
7991	132063.09
7992	139464.14
7993	781.23
7994	27038.11
7995	132140.64
